,id,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
417,1FX0b0khqYioGNRGOPQT6P,Mani Moves Freestyle,THE LIZ,Armani Caesar,2020-09-18,86795,47,0.554,0.691,0.863,0.0,0.699,-6.663,0.394,163.058,4
418,2BCbaompY94bwNCd3RuX4q,Anza (feat. Armani Caesar),From King To A GOD,Conway the Machine,2020-09-11,213782,46,0.864,0.201,0.632,0.00399,0.0966,-8.911,0.0589,100.986,4
419,2zbZZHD4d7jjci7vNEZFKI,Armed & Dangerous (feat. Armani Caesar),KISS THE RING,Rome Streetz,2022-09-30,223058,44,0.349,0.822,0.559,0.0,0.113,-8.372,0.0925,74.927,4
420,17CPQUwDN43EcjPUo9lFpe,Survival Of The Littest,THE LIZ 2,Armani Caesar,2022-10-21,139360,44,0.445,0.0788,0.913,3.26e-06,0.624,-8.853,0.442,154.714,4
421,2H53KPzzmxl2y8He4Hh12S,Visekara Arumatthi,Hinahenne Mung,Ranidu,2011-08-18,258760,37,0.69,0.638,0.483,0.000114,0.0816,-9.411,0.0478,94.012,4
422,6ZgBJRz9y4lPENmUOpKT5r,Meth & Mary,THE LIZ 2,Armani Caesar,2022-10-21,122114,41,0.628,0.271,0.512,9.5e-06,0.238,-11.182,0.341,91.858,4
423,1R84px7Y8zwReLrEz2rYSq,Paula Deen (feat. Westside Gunn),THE LIZ 2,Armani Caesar,2022-10-21,120051,41,0.509,0.0951,0.682,0.0,0.114,-6.738,0.278,81.468,4
424,3Msb13n0D3ZfGoEBHxMsBc,SILLY,SILLY,aruma,2023-05-17,183900,7,0.295,0.00295,0.93,0.0,0.216,-2.501,0.164,92.252,4
425,6XKK1p38fqbnaN6Z9PPiyZ,Diana (feat. Kodak Black),Diana (feat. Kodak Black),Armani Caesar,2022-10-19,191290,40,0.684,0.407,0.515,0.00443,0.115,-9.041,0.0609,93.024,4
426,2WHDnlggrjMCYA8GxwjUaA,"98 Sabres (feat. Armani Caesar, Conway The Machine & Benny The Butcher)",WHO MADE THE SUNSHINE,Westside Gunn,2020-10-02,246117,37,0.613,0.0204,0.873,0.0,0.296,-4.811,0.354,79.302,4
427,0yfBE11LMkFcyfEEjG0gQB,Sike (feat. Queendom Come),THE LIZ 2,Armani Caesar,2022-10-21,173000,35,0.958,0.00985,0.489,1.77e-05,0.0661,-8.098,0.4,131.094,4
428,2mk5s10rjuc27OLmlrEoxk,Ginger Rothstein,THE LIZ,Armani Caesar,2020-09-18,116987,37,0.395,0.00708,0.542,9.71e-05,0.165,-9.228,0.0533,150.026,4
429,0ScyCZruSs8LADmXmsEQ19,Drill a RaMA (feat. Benny the Butcher),THE LIZ,Armani Caesar,2020-09-18,163478,36,0.795,0.265,0.538,5.86e-06,0.0538,-12.112,0.299,138.074,4
430,4zhbFNVmERFYHOqqfOBT6K,Big Mood,THE LIZ 2,Armani Caesar,2022-10-21,73856,35,0.541,0.347,0.522,0.00266,0.0882,-10.105,0.121,167.957,4
431,5jQM5ctzFEgmbqGFRlwcaA,That Money Maka,THE LIZ 2,Armani Caesar,2022-10-21,105243,35,0.607,0.26,0.529,0.000245,0.112,-11.455,0.044,118.388,4
432,3Cxvk8o6OqjM7aBTxmcgrl,Hunnit Dolla Hiccup (feat. Stove God Cooks),THE LIZ 2,Armani Caesar,2022-10-21,208874,34,0.689,0.0463,0.638,2.56e-05,0.113,-7.39,0.292,141.008,4
433,50mRHFRTZDxNoBGFRz8c52,THE LIZ,THE LIZ,Armani Caesar,2020-09-18,120000,34,0.76,0.261,0.462,0.495,0.119,-12.921,0.322,151.032,4
434,41OEsivuDXUUKWqVPhCZzU,Liz Loves Luger (feat. Armani Caesar),WHO MADE THE SUNSHINE,Westside Gunn,2020-10-02,200969,33,0.549,0.0652,0.464,6.79e-06,0.112,-7.375,0.079,71.658,1
435,5iyzeJumPA8OQ0eUs7esiz,Kofi - Cioz Remix,Aruma EP,Daniel Rateuke,2020-02-14,482938,28,0.83,0.0459,0.835,0.851,0.288,-11.607,0.0739,122.011,4
436,3qB50GS23LLinYcHwaSyeU,Arumahani,Traditional Music of the Garifuna of Belize,Various Artists,1982-01-01,258640,7,0.39,0.879,0.0338,0.0,0.399,-19.975,0.0489,72.712,3
437,6iTSiB4UGPWHEbJ0RrCP5i,Arumahani,Traditional Music of the Garifuna of Belize,Various Artists,1982-01-01,126493,7,0.54,0.975,0.0299,0.0,0.115,-20.4,0.152,97.399,4
438,01ASVGzjRv7uOhzpJ3yjPP,Fibras de Arumã,Saga de um Canoeiro,Arlindo Junior,1994,323133,12,0.731,0.186,0.523,0.0,0.0562,-13.987,0.0346,92.328,4
439,0eMPMnwxtSOgG6ZgV5JJWf,神様でもあるまいし,世界一幸せなひとりぼっち,majiko,2020-12-02,222866,14,0.762,0.0129,0.833,0.000916,0.119,-6.345,0.0425,123.001,4
440,0EWJZ2T3srLRYR4Qpdp9zW,Sunrise - Original Mix,Sunrise,aruma,2014-05-05,495360,11,0.699,0.521,0.697,0.855,0.102,-9.283,0.0625,130.015,4
441,6xazveIh2VQBBN8mpb6rC8,Inception - Milad Eynizadeh Remix,Inception,aruma,2014-12-29,327348,12,0.687,0.00441,0.741,0.684,0.162,-10.144,0.0399,131.996,4
442,7yDTwFNwD28wkTGawxs6Bl,Fibras de Arumã,"As Cem Toadas da Nossa História, Vol. 3",Boi Bumbá Caprichoso,2013-10-18,213626,8,0.657,0.251,0.795,2.11e-06,0.0882,-6.244,0.0628,96.008,4
443,0BnLp8fimT1AqCLLJnlTc8,Arumanakku - EPILOGUE,ARUMANAKKU (EPILOGUE),SMKY LPRD,2023-01-27,290600,7,0.715,0.0084,0.673,0.872,0.133,-8.768,0.0328,99.993,4
444,4tAeQ0zjceQsJXHibo2Jom,Fibras de Arumã,Capricho dos Deuses,Boi Bumbá Caprichoso,1994-04-16,230360,8,0.663,0.533,0.506,0.0,0.146,-11.833,0.0425,93.435,4
445,2wcmKtcTQJ66iUw6WbsnZX,Fibras de Arumã,"Antológico, Vol. 2",Grupo Toada de Roda,2010-01-05,251973,6,0.689,0.506,0.533,0.0,0.0856,-9.274,0.0461,92.044,4
446,3SFNQjmdMu7AmtnXnvkFFC,Arumanakku - Live Remix,URGE,SMKY LPRD,2023-04-28,207230,4,0.354,0.111,0.822,0.493,0.152,-8.509,0.521,98.066,4
447,4AQQWLfsEchmDEIW9jfATA,Fibras De Arumã,Bumbalanço,Carrapicho,1999-12-01,199733,7,0.709,0.248,0.436,6.71e-05,0.0826,-12.496,0.0342,87.942,4
448,29jMqoTE9QF3T33Cgnm1Wf,"Arumayam - From ""Uthram Nakshathram""","Gandharva Ganangal, Vol. 2 (Hits of K J Yesudas)",K. J. Yesudas,2018-11-02,353346,5,0.376,0.844,0.164,0.0,0.149,-11.302,0.0317,138.393,4
449,4FmsUaEJQ7AqADiZMmi7rP,Sekou,Aruma EP,Daniel Rateuke,2020-02-14,411364,8,0.783,0.0457,0.656,0.896,0.0915,-11.08,0.0555,122.0,4
450,3Kx6oHPQxtA5aJzcZeuE7r,Last Child,Rocks,Aerosmith,1976-05-14,206631,55,0.633,0.126,0.638,0.0,0.658,-7.321,0.0307,83.238,4
451,3DmqiLnhUdE5YawCaN7qK9,Last Child,Last Child,Dirty Honey,2021-02-05,258213,36,0.398,0.0019,0.821,2.71e-05,0.0902,-5.045,0.0632,167.178,4
452,2FRnf9qhLbvw8fu4IBXx78,Last Christmas,LAST CHRISTMAS,Wham!,1984-11-29,262960,70,0.735,0.189,0.478,2.48e-06,0.355,-12.472,0.0293,107.682,4
453,4v0134PgBTGsFJiGcV4eJk,Last To Leave (feat. Caroline Ailin),Last To Leave (feat. Caroline Ailin),Louis The Child,2017-12-08,180147,52,0.753,0.052,0.602,0.000249,0.102,-6.326,0.149,94.056,4
454,7mdBrxUQiGNnyE9oiE0Ejb,Last Child,Aerosmith's Greatest Hits,Aerosmith,1980-11-11,211016,31,0.63,0.127,0.647,0.0,0.643,-7.269,0.0299,83.473,4
455,5MIpcd16T59wFeqAChSYwC,Duka,Duka,Last Child,2016-09-25,325147,82,0.566,0.122,0.885,3.75e-06,0.049,-4.664,0.0355,135.015,4
456,0SfCghoNZSYUZ3I1sKhS8b,Last Child,Lullaby Renditions of Aerosmith,Rockabye Baby!,2009-09-15,173346,22,0.743,0.966,0.223,0.864,0.0625,-17.148,0.148,151.984,4
457,20D6llRck15SJIY1g9y5lJ,Last Chance,Last Chance,Shotgun Willy,2019-06-14,159040,54,0.785,0.174,0.648,0.0,0.245,-8.816,0.173,114.912,4
458,0UPiQqMhQdPCMRi4311K82,Last Child,Classics Live II,Aerosmith,1987-06-01,223123,22,0.212,0.458,0.939,0.00209,0.989,-4.641,0.0707,162.482,4
459,6ZjnXckcWn0e05dz5wcF2y,"Last Child - 1998/Live At Yokhama Arena, Japan",A Little South Of Sanity,Aerosmith,1998-01-01,304760,28,0.246,0.00966,0.966,0.00946,0.688,-5.914,0.0903,177.235,4
460,3CoZpWIFnsu9ElqamQxiEA,Last Child,Pandora's Box,Aerosmith,1991-11-19,232292,17,0.58,0.105,0.518,0.0,0.0619,-10.106,0.0263,83.945,4
461,4fiy79vmGnL4PCzUPMdX3h,Last Chance (Alternate Version),Chapter Three (Alternate Versions),CHPTRS,2018-07-03,351176,51,0.11,0.872,0.251,0.055,0.103,-12.446,0.0346,67.973,5
462,2lR4Ta9yeIS6rwgU7urjPP,"Last Child - Live At the Paradise, Boston, MA - Aug 1978",Live! Bootleg,Aerosmith,1978-10-01,194800,21,0.53,0.118,0.866,1.54e-05,0.907,-6.387,0.0472,93.207,4
463,2BIwrwSdZiPD03Toz5SF57,Last Child,The Very Best Of Aerosmith: Devil's Got A New Disguise,Aerosmith,2006-10-17,205171,16,0.519,0.118,0.679,0.0,0.662,-6.14,0.0367,166.265,4
464,73jbgoOtM1kxIl0xLL02ZL,Last Chance,Last Chance,Keno Carter,2023-03-02,168089,49,0.46,0.647,0.333,0.0,0.352,-11.793,0.0472,99.098,4
465,2vzpoecVhBE1pKtHzKONaN,Seluruh Nafas Ini,Our Biggest Thing Ever,Last Child,2014-12-30,292337,74,0.562,0.224,0.526,0.0,0.096,-5.161,0.0268,127.012,4
466,5Y85Kj3nSg52otUQwB8SIa,Last Child,Bazooka,Pat Travers & Carmine Appice,2006-04-11,233600,9,0.388,0.0228,0.916,0.000323,0.0899,-4.564,0.0725,178.373,4
467,5xDrO9DEDJGUQGfyoHvgDJ,Last Christmas,Christmas Kisses,Ariana Grande,2013-01-01,203653,55,0.504,0.125,0.8,0.0,0.109,-2.763,0.0391,205.945,4
468,4HPxh6IkRxCkb3T06Pltch,Diary Depresiku,Everything We Are Everything,Last Child,2015-01-11,317650,72,0.575,0.0181,0.746,0.0,0.362,-9.043,0.0506,132.0,4
469,0oVtXCjWhxiU5EJXGEZqbQ,Last Child,Last Child,Ben Lucas,2020-08-30,169700,4,0.452,0.153,0.587,0.152,0.213,-18.766,0.0357,100.022,4
470,1imyB3ufkQTtOnD2PYUSuu,Bernafas Tanpamu,Surat Cinta Untuk Starla,Various Artists,2017-10-19,295993,70,0.445,0.012,0.602,3.37e-06,0.0724,-7.022,0.032,145.02,3
471,4m0Rf2sUGl6i3u0xjsB9Q4,Last Child,Shooting Star,everset,2012-03-07,270333,8,0.427,0.00193,0.925,5.79e-06,0.169,-4.392,0.159,115.059,4
472,6wn2nmFn3wDuiMldRiuRuL,Last Christmas - Remastered,Twenty Five,George Michael,2006-11-11,267160,53,0.757,0.262,0.618,0.0,0.221,-7.964,0.0282,106.856,4
473,3z2Kcl9Oz1IxSgVoKN6RXo,Tak Pernah Ternilai,Tak Pernah Ternilai,Last Child,2015-01-13,253023,69,0.53,0.0134,0.837,0.0,0.116,-6.19,0.043,134.988,4
474,1K2zEUXTDQWO1c1MkmUKO8,Last Child,The Bluegrass Tribute to Aerosmith,Pickin' On Series,2008-06-10,217986,4,0.608,0.321,0.584,3.79e-05,0.0649,-8.747,0.0284,136.344,4
475,2IprIjGNRlj3TfqUWCAo0C,Last Christmas,The Taylor Swift Holiday Collection,Taylor Swift,2008-12-02,208253,50,0.702,0.31,0.77,0.0,0.149,-5.319,0.0372,116.009,4
476,0fiKmieZ6xzoolzNOC3Fxi,Sekuat Hatimu,Our Biggest Thing Ever,Last Child,2014-12-30,283760,67,0.503,0.0297,0.679,0.0,0.105,-5.43,0.0296,176.12,4
477,0fDer1PWcC3AS2vyHgXLW4,Last Child,Piano Renditions of Aerosmith,Piano Project,2021-09-10,215156,3,0.508,0.926,0.188,0.943,0.107,-21.801,0.0423,158.414,4
478,5xtZ0Zz2J2ugaO6w6yC48w,Pedih,Everything We Are Everything,Last Child,2015-01-11,278205,64,0.459,0.602,0.245,0.0,0.101,-13.712,0.0311,145.884,4
479,62DhH6LggUwdow5jS28G6N,Last Child,Lullaby Renditions of Aerosmith,Billboard Baby Lullabies,2021-08-20,233805,3,0.565,0.978,0.392,0.873,0.094,-16.233,0.0512,145.717,4
480,7J7YIJGA5uoFGfwx5Aa9le,Last Claim,Last Claim,Dbangz,2018-05-11,193906,45,0.639,0.451,0.921,0.0,0.124,-2.61,0.443,130.237,4
481,1Fi8jAQk4oVQKv2j7TPSz5,Saat Saat Itu,Saat Saat Itu,Last Child,2022-06-30,186009,60,0.627,0.00674,0.924,6.42e-05,0.235,-4.436,0.108,110.033,4
482,1X4ljUCvWSyFBOeS3qGW00,Last Child,The Very Best Of,Pat Travers,2009-03-01,235600,3,0.525,0.0215,0.911,0.00077,0.0789,-4.549,0.0485,89.061,4
483,47fft3IJn3KKpC1nrJnOBg,Percayalah - New,Our Biggest Thing Ever,Last Child,2014-12-30,225594,61,0.537,0.00992,0.787,0.0,0.067,-4.689,0.0311,92.554,4
484,18hb500Z7Hc5nGOq1tx32r,Last Child,Bright: Samurai Soul (Soundtrack from the Netflix Film),LITE,2021-10-12,197732,5,0.611,0.398,0.664,0.868,0.071,-8.841,0.11,149.895,4
485,7JqzV029PvaPKDhUiU4spi,Last Chance,Chapter Three,CHPTRS,2018-05-29,304117,46,0.457,0.6,0.427,0.00194,0.105,-9.848,0.0291,102.047,4
486,6bbPyOykzlKf0Y784qKdQh,Maha Pemilik Hati,Maha Pemilik Hati,Virgoun,2018-05-02,259325,61,0.461,0.0914,0.711,0.000685,0.269,-7.165,0.0319,139.985,4
487,3O6slsMk1oJ6B6UJEHqOCn,Last Child,Last Child,Taylor B-W,2022-10-06,270000,10,0.557,0.219,0.633,0.000271,0.0581,-6.165,0.0358,138.098,4
488,4R7r1kcYxZ5G0MXJaPJYj9,last chance,open your moirai,juno,2022-07-20,98199,41,0.496,0.508,0.825,0.0,0.0785,-4.653,0.0962,184.152,4
489,3V38fhMHZvF8blUSepXWcn,Lagu Terakhir Untukmu,Everything We Are Everything,Last Child,2015-01-11,209215,60,0.518,0.0177,0.781,0.0,0.14,-8.332,0.0927,159.908,4
490,3c1FCZmzkLjknpuXiQiyAs,Last Child,Nightmare On Lebeau Street,Ysr Dee Rich,2022-10-20,93727,2,0.698,0.0104,0.657,1.88e-06,0.147,-10.306,0.337,98.064,4
491,44nucsmobhGoNDgQFTI0Ok,Last Chance,Pink Friday (Complete Edition),Nicki Minaj,2010-11-22,231133,39,0.696,0.00879,0.804,6.42e-06,0.203,-3.836,0.0666,129.133,4
492,4JsEeOk4Cf2bmHr2fOmD4s,Menyerah,Menyerah,Last Child,2021-04-05,240008,56,0.372,0.00352,0.855,0.0,0.284,-4.296,0.0415,162.146,4
493,1SVvDmJNFupkVBhAec0hWn,Last Child,Volume 1 • 2013,Lexington Lab Band,2008,214761,2,0.542,0.00567,0.757,1.34e-06,0.0637,-5.211,0.051,168.058,4
494,4rplK4ylZurvDv5plS2dVS,Last Chance,Bennu,Thornato,2017-04-14,167488,49,0.543,0.463,0.437,0.632,0.104,-11.871,0.0782,104.331,4
495,7aeMU6Rw4yxTD4e4Cn13HU,Penantian,Everything We Are Everything,Last Child,2015-01-11,294636,56,0.589,0.00207,0.755,0.0,0.164,-8.894,0.0433,146.036,4
496,5mcdMfMAbevJp4jw0FAbYn,Last Child,"Boom, Boom (Out Go The Lights)",Pat Travers,2007-01-01,232826,2,0.312,0.000184,0.919,0.000101,0.119,-3.532,0.0527,88.874,4
497,4SURRUkM1Pba8fGL1qihRi,Indahkah Perbedaan,Our Biggest Thing Ever,Last Child,2014-12-30,260893,54,0.57,0.0363,0.865,0.0,0.0866,-4.832,0.0373,140.107,4
498,6dhL5TEtvxWvDr7dlv2SL3,Last Child,A Salute To Aerosmith,Various Artists,2010-02-01,238000,5,0.371,0.0011,0.845,3.24e-05,0.0588,-2.448,0.0532,173.244,4
499,46VWb5iiAbAMro2fiep5Mp,Last Chance,Get Born,Jet,2003-09-15,112266,45,0.547,0.000568,0.904,0.00374,0.355,-4.19,0.0775,146.945,4
500,29lBFGkfr7EoJlb3lxi9Ij,Menyesal,Menyesal,Various Artists,2023-03-03,203454,81,0.355,0.92,0.222,4.24e-06,0.105,-11.572,0.0335,106.019,4
501,0mOLyv1GL4sIuzVR1I92Fb,Adu Rayu,Adu Rayu,Yovie Widianto,2019-02-22,207700,69,0.542,0.61,0.368,0.0,0.108,-12.436,0.0461,100.134,4
502,1wE4Iqv0tXXuZBA67PoGvw,Mantan Terindah,Yovie and His Friends : IRREPLACEABLE (#takkanterganti),Yovie Widianto,2013-09-24,208266,65,0.393,0.897,0.313,8.79e-06,0.109,-8.01,0.0301,94.787,4
503,34M7BB5zhcLbuXec2Mbggv,Satu Mimpiku,Kuingin,The Groove,1999-08-04,259000,50,0.588,0.676,0.766,0.00341,0.181,-8.041,0.0634,90.862,4
504,3Qiv7UhkqYeBExD6gZ1m3k,Kasih Putih,Kembali,Glenn Fredly,2000-10-04,237000,56,0.451,0.809,0.303,3.61e-06,0.0933,-11.871,0.0296,123.77,4
505,2sjA4DTYveWwXo9aC62vWd,Kasih Putih,A Portrait Of Yovie,Yovie Widianto,2005,234293,52,0.453,0.619,0.419,0.0,0.0863,-7.814,0.0277,123.928,4
506,0720bfEE7w0diQAZUKHRev,Kekasih Sejati,Kemenangan Hati,Yovie Widianto,2007-01-12,193000,57,0.475,0.961,0.198,8.66e-06,0.183,-10.889,0.0363,133.974,4
507,2csojibYw7PNHidPfgiZ3K,Janji Di Atas Ingkar (Mendua),A Portrait Of Yovie,Yovie Widianto,2005,257333,41,0.497,0.223,0.487,0.000427,0.112,-5.548,0.0268,139.866,4
508,16l4Uuo7srb3XJyN2US1ln,Janji Di Atas Ingkar (Mendua),18,Audy,2002-09-03,257773,52,0.51,0.602,0.429,0.0045,0.0969,-8.072,0.027,139.89,4
509,7er7WofjVw4QwPAyxH39jH,Menjaga Hati,The Special One,Yovie & Nuno,2007-12-10,237400,70,0.539,0.619,0.673,0.0,0.113,-5.872,0.0315,141.829,4
510,4lJi5nKPkGPCA96K0rDRmb,Yo vi a Dios - Live,Yo vi a Dios (Live),Jesus Worship Center,2023-03-30,413142,46,0.291,0.00514,0.644,0.000322,0.389,-6.832,0.0429,139.846,4
511,22CTRAXRcMo9gDG8mDOI84,Satu Mimpiku,A Portrait Of Yovie,Yovie Widianto,2005,260466,44,0.536,0.607,0.871,0.00188,0.111,-5.047,0.0853,90.887,4
512,7DYQu1YIeFbQtBXBEOLfC5,Mengejar Mimpi,Winning 11,Yovie & Nuno,2010-08-16,248066,62,0.552,0.608,0.636,0.0,0.162,-5.726,0.0274,139.972,4
513,5SJIhxAUBwHuMxHCvkz8Yo,Kemenangan Hati,Kemenangan Hati,Yovie Widianto,2007-01-12,241813,40,0.587,0.217,0.84,0.000186,0.545,-7.767,0.0528,138.192,4
514,0qjuyXWrksQxIRntqz9ZJV,Tanpa Cinta,Still The One,Yovie & Nuno,2014-04-14,256386,70,0.443,0.596,0.507,0.00152,0.126,-5.807,0.0268,136.126,4
515,2e3Xapkee84GQNS1SmEQQ1,Andai Dia Tahu,Yovie and His Friends : IRREPLACEABLE (#takkanterganti),Yovie Widianto,2013-09-24,193573,39,0.561,0.82,0.463,5.69e-05,0.117,-9.209,0.0474,125.438,4
516,4br3AKyFfsCxH6B1KgA5fd,Misal,Misal,Yovie & Nuno,2022-12-12,237723,56,0.474,0.759,0.362,0.0,0.0971,-8.652,0.0279,79.259,4
517,5gXDMf16fQ1nKfKuZOgFZ0,Cantik,Yovie and His Friends : IRREPLACEABLE (#takkanterganti),Yovie Widianto,2013-09-24,248666,38,0.616,0.626,0.701,0.0,0.326,-6.703,0.0425,89.991,4
518,6cPqlDTZLpCFMnZWnz7GAb,Satu Mimpiku,Yovie and His Friends : IRREPLACEABLE (#takkanterganti),Yovie Widianto,2013-09-24,239413,28,0.371,0.607,0.702,8.72e-06,0.239,-5.418,0.161,202.07,4
519,7rBLX5vRFnsj1WQqe244cb,Dalam Hati Saja,"The Best Of Warna ""Masih Ada""",Warna,2003-05-10,257986,28,0.383,0.699,0.265,4.71e-06,0.0743,-12.266,0.0284,74.851,4
520,6Q9zycLVHYrKWggoDU6xA2,Janji di Atas Ingkar,Yovie and His Friends : IRREPLACEABLE (#takkanterganti),Yovie Widianto,2013-09-24,261653,29,0.299,0.74,0.459,5.19e-05,0.123,-7.509,0.0348,147.807,4
521,5unHjSXJLon1Zt2vq6wJyy,Kasih Putih,Yovie and His Friends : IRREPLACEABLE (Repackage),Yovie Widianto,2014-06-20,199912,34,0.353,0.971,0.234,0.00266,0.117,-9.085,0.031,127.61,4
522,1pxOVAM9TVP79z70pXVZSH,Merenda Kasih,Kemenangan Hati,Yovie Widianto,2007-01-12,263853,35,0.407,0.765,0.321,0.0,0.776,-7.313,0.029,137.267,4
523,5ceDGOtpWmwADUnn6vZEb6,Cinta Sudah Lewat,Yovie and His Friends : IRREPLACEABLE (#takkanterganti),Yovie Widianto,2013-09-24,213693,26,0.596,0.683,0.632,1.03e-05,0.12,-7.105,0.0408,85.931,4
524,00QIv1Rxq4piKxc3zPt196,Satu Mimpiku,The Best Of The Groove,The Groove,2005-05-16,259105,19,0.522,0.706,0.868,0.000997,0.138,-4.827,0.0821,90.926,4
525,3kFuzRhZnw6lyNw2dsrhlK,Satu Mimpiku,90's Hits Best Indonesian Bands,Padi,2015-04-29,258000,27,0.542,0.688,0.855,0.00129,0.147,-4.831,0.0989,90.773,4
526,2dhavSTJBO5KyfD7LekBTX,Galau,Yovie and His Friends : IRREPLACEABLE (#takkanterganti),Yovie Widianto,2013-09-24,226293,26,0.384,0.568,0.361,0.13,0.138,-9.094,0.0276,104.826,4
527,0hoowS0mnp3v8KvDyyDcWU,Adilkah Ini,A Portrait Of Yovie,Yovie Widianto,2005,192773,32,0.211,0.547,0.406,1.77e-06,0.159,-6.889,0.0312,85.458,5
528,3RYoGQmpeRfp9vzSLZlysS,Yo Viviré,Yo Viviré,Omega,2015-03-12,214125,33,0.486,0.521,0.767,0.0,0.178,-5.852,0.157,125.748,4
529,06U3pDNuMK7M7KfgwBKmBB,Dalam Hati Saja,A Portrait Of Yovie,Yovie Widianto,2005,257838,28,0.32,0.385,0.395,2.24e-06,0.0889,-7.478,0.0282,145.726,4
530,29mzfYkkDEcSZWdXD6ulTD,Inginku Bukan Hanya Jadi Temanmu (Qu'une amie'),Kemenangan Cinta,Yovie & Nuno,2004-11-09,287880,42,0.479,0.0938,0.747,1.51e-06,0.0948,-7.65,0.0417,140.927,4
531,6NboFmEGgwlzpVG7dFfJUV,Widodari,Widodari,Denny Caknan,2021-07-10,296100,69,0.584,0.352,0.79,0.00126,0.205,-2.098,0.0302,130.001,4
532,29CjNPbK9yJZyhnRQxuELQ,Salahi Aku (Ku Jatuh Cinta Lagi),Warna With Friends,Various Artists,2006-07-25,220093,27,0.346,0.492,0.309,1.82e-06,0.109,-9.938,0.0367,116.034,4
533,1CxuF0s0uIUYEQL1ntT0wB,Suratku,Yovie and His Friends : IRREPLACEABLE (#takkanterganti),Yovie Widianto,2013-09-24,203906,24,0.544,0.291,0.749,0.0011,0.407,-6.289,0.0402,132.89,4
534,6MwVCtwVab3QhoMPf6FAVn,Seandainya Aku Bisa Terbang,Kemenangan Hati,Yovie Widianto,2007-01-12,266133,31,0.27,0.647,0.363,6.54e-06,0.165,-8.848,0.0377,134.003,4
535,5KEq53FXa6ugiijkEQ7YkF,Tergoda Bidadari,Still The One,Yovie & Nuno,2014-04-14,217706,43,0.61,0.603,0.578,0.000148,0.119,-5.593,0.0281,117.172,4
536,4tENGpEbGngb3jwgPjgSeA,Satu Mimpiku,Yovie and His Friends : IRREPLACEABLE (Repackage),Yovie Widianto,2014-06-20,239413,13,0.371,0.607,0.702,8.72e-06,0.239,-5.418,0.161,202.07,4
537,6BEcqSMJKMpToTVpcNaE2U,Takkan Terganti,Kemenangan Hati,Yovie Widianto,2007-01-12,224213,28,0.321,0.319,0.397,1.63e-05,0.984,-7.227,0.0325,94.228,4
538,7Fy0Qq0HFHRSbedN2LEF8V,"Indah, Kuingat Dirimu",Semua Bintang,Yovie & Nuno,2001-06-08,253160,53,0.635,0.361,0.716,0.000477,0.343,-7.859,0.0351,123.902,4
539,5K0jlL0476Afvosj4q4MWB,Cinta Kita Sama,Yovie and His Friends : IRREPLACEABLE (#takkanterganti),Yovie Widianto,2013-09-24,228560,26,0.354,0.73,0.524,1.91e-05,0.0874,-8.375,0.0338,131.388,4
540,5B19zQgZPsiuDEEshiOlxv,Demi Hati,Demi Hati,Yovie & Nuno,2019-02-08,247222,48,0.489,0.442,0.514,0.0,0.101,-6.389,0.028,143.991,4
541,29NcuUk1D1zLPqgkLmrGUn,Hatiku Indonesia,Hatiku Indonesia,Yovie Widianto,2019-04-05,213843,30,0.147,0.773,0.274,0.379,0.221,-8.42,0.0318,89.832,3
542,6a5do8f4VDmRzdkXvSz4HS,Malam Mingguku,Winning 11,Yovie & Nuno,2010-08-16,235120,44,0.441,0.575,0.724,0.0,0.32,-4.019,0.0336,81.001,4
543,0JW7rO2xWbdxygbESbWOYg,Kekasih Sejati,Yovie and His Friends : IRREPLACEABLE (#takkanterganti),Yovie Widianto,2013-09-24,209853,27,0.423,0.85,0.352,9.95e-05,0.227,-9.87,0.0319,129.655,4
544,4UjVF9NWxDDuGGNj2AljOA,Sebatas Mimpi,Yovie and His Friends : IRREPLACEABLE (Repackage),Yovie Widianto,2014-06-20,258169,27,0.385,0.946,0.382,1.58e-06,0.131,-5.186,0.0296,127.199,4
545,75pGt3PW76cyoLdvwv2Xb4,Cinta Kita Sama,Yovie and His Friends : IRREPLACEABLE (Repackage),Yovie Widianto,2014-06-20,228560,12,0.354,0.73,0.524,1.91e-05,0.0874,-8.375,0.0338,131.388,4
546,4VA5vEsOMNtBhLEzP7aQq9,Salahi Aku (Ku Jatuh Cinta Lagi),A Portrait Of Yovie,Yovie Widianto,2005,220186,26,0.497,0.626,0.401,9.65e-06,0.12,-7.028,0.0307,116.006,4
547,4zbeozbK1z1OM8p8EzG310,Ikhlas Ngenteni,Ikhlas Ngenteni,Woro Widowati,2020-04-14,265111,60,0.636,0.191,0.697,0.000177,0.0948,-5.861,0.0277,127.01,4
548,7r9ruWfbJPf44gIN9IPfMS,Menanti (versi piano),Karya Apik Yovie Widianto,Various Artists,2022-03-21,213412,9,0.394,0.967,0.129,0.000965,0.0894,-10.849,0.0363,122.863,4
549,4lHputKlm5XcUvQJJsq2gm,Terjaga Di Setiap Mimpiku,A Portrait Of Yovie,Yovie Widianto,2005,213826,18,0.333,0.653,0.304,0.0,0.14,-7.382,0.0277,139.707,4
550,2UgCs0i0rNHUH2jKE5NZHE,Sempurna,Andra & The Backbone,Andra & The Backbone,2006-12-28,268422,80,0.358,0.726,0.32,0.0,0.105,-9.946,0.0308,115.499,3
